CUST_ID,SURVEY_RES_01,SURVEY_RES_02,SURVEY_RES_03,SURVEY_RES_04,SURVEY_RES_05,SURVEY_RES_06,SURVEY_RES_07,SURVEY_RES_08,SURVEY_RES_09,SURVEY_RES_10,SURVEY_RES_11,SATISFACTION
564,0.2857142857142857,0.5677852801217369,8.4,6.1,2.8,7.8,3.8,4.9,7.2,5.4,4.5,0
1181,0.4571428571428571,0.9969773028909252,7.3,5.7,3.7,6.4,5.5,7.4,6.6,4.1,3.4,1
880,0.4571428571428571,0.9969773028909252,4.0,4.6,4.7,6.4,5.5,7.4,5.3,3.6,3.4,1
915,0.3714285714285713,-0.2905987654166373,3.8,3.5,2.9,4.1,4.5,7.6,5.1,4.0,3.4,0
717,0.4285714285714286,0.8539132953011953,7.0,4.1,4.4,6.3,5.4,7.3,7.5,4.4,3.3,1
367,0.5428571428571427,-1.4351108261344698,5.5,7.2,3.5,6.4,5.5,8.4,6.2,5.7,4.8,1
258,0.5142857142857142,-1.578174833724199,6.7,6.0,3.3,5.5,5.1,6.2,6.7,4.2,4.5,0
251,0.2285714285714285,-0.00447075023717878,4.4,5.1,5.9,4.2,4.8,9.7,5.7,3.4,3.5,0
551,0.4571428571428571,1.0685093066857896,7.0,6.2,4.7,6.5,4.9,8.5,7.3,4.3,4.1,1
517,0.2,0.4962532763268726,5.8,3.9,2.9,5.6,4.0,6.3,6.1,2.7,3.0,0
1081,0.4857142857142856,0.42472127253200825,2.5,5.9,4.8,4.9,6.0,6.8,4.7,5.0,3.7,1
1038,0.4857142857142856,0.9254452990960595,4.6,5.3,4.2,8.4,4.8,7.1,6.2,4.4,4.2,1
254,0.17142857142857135,-1.0059188033652828,3.1,4.1,4.0,4.3,3.7,8.5,5.1,3.6,3.3,0
742,0.2285714285714285,1.4261693256601122,6.8,5.0,5.4,5.9,4.8,4.9,7.3,3.1,3.8,0
686,0.6571428571428571,-1.148982810955012,4.7,6.9,4.5,6.8,5.9,8.8,6.0,4.8,5.2,1
598,0.34285714285714275,-0.3621307692115016,2.6,5.0,4.1,4.4,4.8,7.2,4.5,4.2,3.7,0
245,0.5142857142857142,-1.578174833724199,7.9,6.4,2.7,5.5,5.1,6.2,7.5,5.0,4.5,0
523,0.2857142857142857,0.5677852801217369,4.6,4.8,2.7,6.8,4.6,6.8,5.8,3.8,4.0,1
400,0.4571428571428571,0.9969773028909252,4.0,4.6,4.7,6.4,5.5,7.4,5.3,3.6,3.4,1
545,0.4571428571428571,0.353189268737144,6.7,5.0,4.5,4.7,5.9,6.7,5.1,2.7,3.6,1
825,0.3999999999999999,-1.077450807160147,6.6,6.1,4.0,3.9,5.3,7.1,6.1,5.6,3.9,0
1055,0.4285714285714286,-0.8628547957755536,6.5,5.3,5.3,5.1,4.9,9.2,5.7,3.5,3.4,0
114,0.2285714285714285,-0.00447075023717878,4.4,5.1,5.9,4.2,4.8,9.7,5.7,3.4,3.5,0
852,0.3999999999999999,0.2101252611474141,3.9,6.2,5.8,4.9,5.0,9.0,5.2,4.7,4.5,1
328,0.2857142857142857,-0.8628547957755536,3.0,3.7,4.8,6.3,4.5,5.0,5.2,2.9,3.1,0
963,0.31428571428571417,0.06706125355768552,3.8,5.8,3.2,4.6,4.7,8.7,5.3,4.9,4.2,0
194,0.34285714285714275,-0.5767267805960957,4.9,4.1,4.0,5.0,5.9,7.8,6.1,2.6,2.7,0
162,0.34285714285714275,0.2816572649422797,3.3,5.5,3.1,4.6,5.2,9.1,4.1,4.6,3.9,0
978,0.2,0.4962532763268726,5.8,3.9,2.9,5.6,4.0,6.3,6.1,2.7,3.0,0
1192,0.3714285714285713,0.9969773028909252,6.3,7.6,5.5,7.5,5.9,4.6,6.6,5.2,4.6,1
206,0.6571428571428571,-1.148982810955012,4.7,6.9,4.5,6.8,5.9,8.8,6.0,4.8,5.2,1
554,0.11428571428571432,-0.14753475782690803,6.7,6.6,1.9,7.2,4.3,5.9,6.5,4.7,4.3,1
510,0.08571428571428563,0.13859325735254982,7.2,4.5,2.3,5.1,3.8,6.6,6.8,3.0,3.0,0
728,0.3999999999999999,0.4962532763268726,7.4,5.1,3.5,7.3,4.7,3.7,6.7,4.8,4.0,0
164,0.34285714285714275,-1.649706837519064,5.1,6.4,3.7,5.7,5.6,9.1,5.4,5.0,4.5,0
84,0.5142857142857142,-1.578174833724199,6.7,6.0,3.3,5.5,5.1,6.2,6.7,4.2,4.5,0
738,0.3714285714285713,-0.2905987654166373,4.1,4.5,3.5,4.1,4.5,7.6,4.9,3.4,3.4,0
316,0.9428571428571428,-1.7212388413139283,7.7,7.0,5.6,5.7,8.2,6.3,7.4,5.5,4.9,1
965,0.34285714285714275,-0.7197907881858243,8.5,4.3,4.5,6.4,4.7,5.2,7.7,3.7,3.3,0
332,0.4285714285714286,-0.7197907881858243,5.0,2.6,2.1,2.3,5.4,8.9,4.8,2.1,2.0,0
620,0.08571428571428563,1.0685093066857896,4.8,6.1,3.2,7.3,4.6,6.3,6.3,4.7,4.6,1
645,0.34285714285714275,-0.7197907881858243,8.5,4.3,4.5,6.4,4.7,5.2,7.7,3.7,3.3,0
851,0.5428571428571427,1.211573314275518,6.2,7.3,2.9,7.7,5.5,7.7,6.1,5.2,4.9,1
1150,0.34285714285714275,-0.7197907881858243,8.5,4.3,4.5,6.4,4.7,5.2,7.7,3.7,3.3,0
1076,0.1428571428571429,0.2101252611474141,3.7,7.4,2.7,7.9,3.1,5.3,5.3,4.5,4.9,0
936,0.5428571428571427,-1.4351108261344698,5.7,5.9,5.8,6.4,5.5,8.4,6.4,5.2,4.8,1
1025,0.4571428571428571,0.353189268737144,6.7,5.0,4.5,4.7,5.9,6.7,5.1,2.7,3.6,1
267,0.34285714285714275,-1.649706837519064,5.1,6.4,3.7,5.7,5.6,9.1,5.4,5.0,4.5,0
908,0.4857142857142856,0.6393172839166025,3.8,5.1,4.3,4.7,4.8,5.8,5.0,4.4,2.9,0
716,0.9428571428571428,-1.7212388413139283,7.7,7.0,5.6,5.7,8.2,6.3,7.4,5.5,4.9,1
962,0.2857142857142857,0.5677852801217369,4.0,6.8,3.2,7.8,3.8,4.9,6.1,4.3,4.5,0
294,0.8285714285714283,0.9969773028909252,4.6,6.8,5.8,6.6,6.3,7.4,5.1,4.6,4.3,1
88,0.4285714285714286,-1.7212388413139283,4.7,5.4,4.3,5.3,4.9,6.0,5.6,4.5,4.3,0
625,0.4571428571428571,0.353189268737144,6.7,5.0,4.5,4.7,5.9,6.7,5.1,2.7,3.6,1
860,0.08571428571428563,1.0685093066857896,4.8,6.1,3.2,7.3,4.6,6.3,6.3,4.7,4.6,1
1157,0.3999999999999999,-1.077450807160147,6.6,6.1,4.0,3.9,5.3,7.1,6.1,5.6,3.9,0
626,0.4571428571428571,-1.578174833724199,3.5,6.7,5.4,5.7,6.0,8.2,5.4,4.7,5.2,1
89,0.08571428571428563,0.13859325735254982,7.2,4.5,2.3,5.1,3.8,6.6,6.8,3.0,3.0,0
1086,0.6571428571428571,-1.148982810955012,4.7,6.9,4.5,6.8,5.9,8.8,6.0,4.8,5.2,1
334,0.31428571428571417,-1.2205148147498763,3.9,4.8,4.6,3.6,5.1,6.9,5.4,4.3,3.7,0
951,0.4571428571428571,1.0685093066857896,7.0,6.2,4.7,6.5,4.9,8.5,7.3,4.3,4.1,1
1152,0.1428571428571429,0.2101252611474141,5.1,7.2,3.4,7.9,3.1,5.3,5.5,3.9,4.9,0
774,0.8285714285714283,0.9969773028909252,4.6,6.8,5.8,6.6,6.3,7.4,5.1,4.6,4.3,1
563,0.4285714285714286,-0.7197907881858243,5.0,2.6,2.1,2.3,5.4,8.9,4.8,2.1,2.0,0
79,0.3714285714285713,0.9969773028909252,5.4,7.8,4.6,7.5,5.9,4.6,6.4,4.8,4.6,1
1027,0.6571428571428571,0.8539132953011953,6.1,5.9,6.3,5.3,7.1,8.4,7.1,5.4,4.4,1
1046,0.34285714285714275,-0.7197907881858243,5.7,4.4,3.3,6.4,4.7,5.2,6.4,3.2,3.3,0
408,0.1428571428571429,0.2101252611474141,5.1,7.2,3.4,7.9,3.1,5.3,5.5,3.9,4.9,0
131,0.5428571428571427,1.211573314275518,6.2,7.3,2.9,7.7,5.5,7.7,6.1,5.2,4.9,1
255,0.3999999999999999,-0.8628547957755536,5.9,4.2,3.4,4.7,4.8,7.2,5.7,4.0,2.8,0
706,0.4571428571428571,-1.578174833724199,3.5,6.7,5.4,5.7,6.0,8.2,5.4,4.7,5.2,1
652,0.5714285714285714,-0.5767267805960957,4.1,2.6,2.1,3.3,4.5,9.9,5.5,2.0,2.4,0
435,0.5999999999999999,1.4977013294549766,5.3,3.7,4.2,5.4,4.5,3.8,6.7,3.7,3.5,0
946,0.4571428571428571,-1.578174833724199,3.5,6.7,5.4,5.7,6.0,8.2,5.4,4.7,5.2,1
855,0.8285714285714283,-2.007366856493386,6.6,6.9,4.4,5.4,7.8,5.9,7.2,4.9,4.5,1
579,0.0,-0.14753475782690803,6.3,4.5,2.4,4.7,3.4,6.2,6.0,3.3,2.6,0
1117,0.4285714285714286,0.8539132953011953,7.0,4.1,4.4,6.3,5.4,7.3,7.5,4.4,3.3,1
190,0.34285714285714275,0.7823812915063311,5.2,4.6,2.2,6.0,4.5,6.8,6.1,4.5,3.5,0
535,0.8285714285714283,-2.007366856493386,6.6,6.9,4.4,5.4,7.8,5.9,7.2,4.9,4.5,1
298,0.4285714285714286,1.4261693256601122,3.7,6.1,4.2,7.0,6.7,6.8,5.9,4.5,3.9,1
1018,0.4285714285714286,1.4261693256601122,3.7,6.1,4.2,7.0,6.7,6.8,5.9,4.5,3.9,1
927,0.5428571428571427,-1.4351108261344698,5.5,7.2,3.5,6.4,5.5,8.4,6.2,5.7,4.8,1
139,0.4857142857142856,-0.00447075023717878,4.3,5.8,4.4,6.9,5.8,4.7,5.2,4.1,4.3,1
402,0.31428571428571417,0.06706125355768552,3.8,5.8,3.2,4.6,4.7,8.7,5.3,4.9,4.2,0
674,0.5999999999999999,1.4977013294549766,5.3,3.7,4.2,5.4,4.5,3.8,6.7,3.7,3.5,0
719,0.3714285714285713,0.9969773028909252,5.4,7.8,4.6,7.5,5.9,4.6,6.4,4.8,4.6,1
172,0.2285714285714285,0.42472127253200825,7.2,5.8,4.1,7.6,3.7,4.8,6.9,5.3,4.4,0
1109,0.4285714285714286,1.4261693256601122,7.5,4.7,5.6,7.0,6.7,6.8,7.2,4.1,3.9,1
145,0.4571428571428571,0.353189268737144,6.7,5.0,4.5,4.7,5.9,6.7,5.1,2.7,3.6,1
569,0.4285714285714286,-1.7212388413139283,4.7,5.4,4.3,5.3,4.9,6.0,5.6,4.5,4.3,0
594,0.2857142857142857,0.5677852801217369,6.1,4.3,3.5,6.1,2.9,5.6,6.1,3.1,2.5,0
711,0.4571428571428571,1.0685093066857896,7.0,6.2,4.7,6.5,4.9,8.5,7.3,4.3,4.1,1
693,0.4571428571428571,1.0685093066857896,4.7,5.4,3.8,6.5,4.9,8.5,4.9,4.1,4.1,1
748,0.3999999999999999,-2.078898860288251,1.3,3.0,3.5,4.2,4.9,8.2,4.3,2.4,3.1,0
905,0.2285714285714285,0.42472127253200825,7.2,5.8,4.1,7.6,3.7,4.8,6.9,5.3,4.4,0
913,0.5142857142857142,-1.578174833724199,6.7,6.0,3.3,5.5,5.1,6.2,6.7,4.2,4.5,0
540,0.08571428571428563,1.0685093066857896,4.8,6.1,3.2,7.3,4.6,6.3,6.3,4.7,4.6,1
186,0.3999999999999999,0.4962532763268726,7.4,5.1,3.5,7.3,4.7,3.7,6.7,4.8,4.0,0
1026,0.4571428571428571,-1.578174833724199,3.5,6.7,5.4,5.7,6.0,8.2,5.4,4.7,5.2,1
330,0.34285714285714275,-0.5767267805960957,4.9,4.1,4.0,5.0,5.9,7.8,6.1,2.6,2.7,0
497,0.34285714285714275,-0.3621307692115016,2.6,5.0,4.1,4.4,4.8,7.2,4.5,4.2,3.7,0
900,0.5428571428571427,-1.3635788223396057,5.3,4.7,3.5,5.3,5.3,8.0,6.5,4.7,4.0,0
64,0.17142857142857135,1.4261693256601122,7.2,6.9,2.6,5.8,3.5,5.4,6.2,5.6,4.0,1
753,0.2857142857142857,-1.077450807160147,6.7,3.6,2.2,2.9,5.0,8.4,7.3,2.0,1.6,0
501,0.3999999999999999,-1.5066428299293348,5.1,6.7,3.7,5.9,5.8,9.3,5.9,4.4,4.6,0
896,0.31428571428571417,0.06706125355768552,3.8,5.8,3.2,4.6,4.7,8.7,5.3,4.9,4.2,0
843,0.2857142857142857,0.5677852801217369,4.6,4.8,2.7,6.8,4.6,6.8,5.8,3.8,4.0,1
240,0.4571428571428571,0.9969773028909252,4.0,4.6,4.7,6.4,5.5,7.4,5.3,3.6,3.4,1
214,0.8285714285714283,0.9969773028909252,4.6,6.8,5.8,6.6,6.3,7.4,5.1,4.6,4.3,1
1068,0.3999999999999999,-0.8628547957755536,5.9,4.2,3.4,4.7,4.8,7.2,5.7,4.0,2.8,0
91,0.31428571428571417,0.06706125355768552,6.1,5.7,5.5,4.6,4.7,8.7,5.9,4.7,4.2,0
654,0.17142857142857135,-1.0059188033652828,3.1,4.1,4.0,4.3,3.7,8.5,5.1,3.6,3.3,0
37,0.2857142857142857,0.5677852801217369,6.1,4.3,3.5,6.1,2.9,5.6,6.1,3.1,2.5,0
111,0.34285714285714275,-0.7197907881858243,5.7,4.4,3.3,6.4,4.7,5.2,6.4,3.2,3.3,0
528,0.6571428571428571,0.8539132953011953,3.6,6.4,5.3,5.3,7.1,8.4,5.8,4.5,4.4,1
609,1.0,1.211573314275518,6.8,5.9,5.4,8.3,7.8,4.5,6.4,4.3,4.3,1
670,0.4285714285714286,-0.7197907881858243,5.0,2.6,2.1,2.3,5.4,8.9,4.8,2.1,2.0,0
929,1.0,1.211573314275518,6.8,5.9,5.4,8.3,7.8,4.5,6.4,4.3,4.3,1
25,0.2857142857142857,0.5677852801217369,3.3,3.2,3.1,6.1,2.9,5.6,5.0,3.1,2.5,0
1188,0.5999999999999999,-1.0059188033652828,2.7,6.6,6.5,6.3,6.0,8.7,4.7,4.6,4.6,1
981,0.3999999999999999,0.8539132953011953,5.5,5.4,4.2,6.2,4.6,8.3,6.5,4.6,3.9,0
747,0.3999999999999999,-0.21906676162177294,3.0,4.0,5.1,4.2,4.6,7.7,4.9,4.7,3.5,0
508,0.3999999999999999,-0.8628547957755536,5.9,4.2,3.4,4.7,4.8,7.2,5.7,4.0,2.8,0
77,0.4285714285714286,0.8539132953011953,7.0,4.1,4.4,6.3,5.4,7.3,7.5,4.4,3.3,1
1072,0.7428571428571427,0.4962532763268726,5.6,5.3,2.3,6.0,5.7,6.7,5.8,4.9,3.6,0
1173,0.4571428571428571,1.0685093066857896,4.7,5.4,3.8,6.5,4.9,8.5,4.9,4.1,4.1,1
74,0.11428571428571432,-0.14753475782690803,6.7,6.6,1.9,7.2,4.3,5.9,6.5,4.7,4.3,1
801,0.4857142857142856,0.6393172839166025,3.8,5.1,4.3,4.7,4.8,5.8,5.0,4.4,2.9,0
303,0.3999999999999999,-0.21906676162177294,5.2,5.8,5.6,6.6,5.4,4.4,6.7,4.6,4.0,1
34,0.0,-0.14753475782690803,6.3,4.5,2.4,4.7,3.4,6.2,6.0,3.3,2.6,0
534,0.8285714285714283,0.9969773028909252,4.6,6.8,5.8,6.6,6.3,7.4,5.1,4.6,4.3,1
379,0.4857142857142856,-0.00447075023717878,4.3,5.8,4.4,6.9,5.8,4.7,5.2,4.1,4.3,1
919,0.2857142857142857,-0.8628547957755536,3.0,3.7,4.8,6.3,4.5,5.0,5.2,2.9,3.1,0
709,0.4285714285714286,1.4261693256601122,7.5,4.7,5.6,7.0,6.7,6.8,7.2,4.1,3.9,1
587,0.4571428571428571,-1.9358348526985216,7.1,5.2,3.9,4.3,5.0,8.4,7.1,3.3,3.3,0
696,0.5428571428571427,-1.4351108261344698,5.7,5.9,5.8,6.4,5.5,8.4,6.4,5.2,4.8,1
798,0.4857142857142856,0.9254452990960595,4.6,5.3,4.2,8.4,4.8,7.1,6.2,4.4,4.2,1
75,0.11428571428571432,-0.14753475782690803,8.0,6.7,3.5,7.2,4.3,5.9,6.9,5.1,4.3,1
371,0.5428571428571427,1.211573314275518,6.2,7.3,2.9,7.7,5.5,7.7,6.1,5.2,4.9,1
1174,0.8285714285714283,0.9969773028909252,4.6,6.8,5.8,6.6,6.3,7.4,5.1,4.6,4.3,1
511,0.08571428571428563,0.06706125355768552,4.7,7.1,3.6,7.7,3.0,5.2,5.1,4.3,4.7,0
253,0.5714285714285714,-0.5767267805960957,4.1,2.6,2.1,3.3,4.5,9.9,5.5,2.0,2.4,0
1087,0.5428571428571427,-1.4351108261344698,5.5,7.2,3.5,6.4,5.5,8.4,6.2,5.7,4.8,1
198,0.4285714285714286,-0.7197907881858243,5.0,2.6,2.1,2.3,5.4,8.9,4.8,2.1,2.0,0
19,0.5428571428571427,-1.3635788223396057,5.3,4.7,3.5,5.3,5.3,8.0,6.5,4.7,4.0,0
421,0.34285714285714275,-0.7197907881858243,5.7,4.4,3.3,6.4,4.7,5.2,6.4,3.2,3.3,0
456,0.5428571428571427,-1.4351108261344698,5.7,5.9,5.8,6.4,5.5,8.4,6.4,5.2,4.8,1
916,0.7428571428571427,0.4962532763268726,5.6,5.3,2.3,6.0,5.7,6.7,5.8,4.9,3.6,0
22,0.3999999999999999,-1.077450807160147,6.6,6.1,4.0,3.9,5.3,7.1,6.1,5.6,3.9,0
1056,0.2,0.4962532763268726,5.8,3.9,2.9,5.6,4.0,6.3,6.1,2.7,3.0,0
63,0.3999999999999999,-0.21906676162177294,5.2,5.8,5.6,6.6,5.4,4.4,6.7,4.6,4.0,1
4,0.2285714285714285,0.42472127253200825,5.7,6.0,2.3,7.6,3.7,4.8,5.8,5.7,4.4,0
200,0.2285714285714285,-0.00447075023717878,4.4,5.1,5.9,4.2,4.8,9.7,5.7,3.4,3.5,0
1182,0.8285714285714283,-0.3621307692115016,4.8,7.7,4.5,7.2,6.9,9.6,6.4,5.7,5.5,1
593,0.34285714285714275,0.2816572649422797,3.3,5.5,3.1,4.6,5.2,9.1,4.1,4.6,3.9,0
603,0.2857142857142857,0.5677852801217369,4.6,4.8,2.7,6.8,4.6,6.8,5.8,3.8,4.0,1
347,0.3999999999999999,0.8539132953011953,5.5,5.4,4.2,6.2,4.6,8.3,6.5,4.6,3.9,0
494,0.2285714285714285,1.4261693256601122,6.8,5.0,5.4,5.9,4.8,4.9,7.3,3.1,3.8,0
157,0.4285714285714286,0.8539132953011953,7.0,4.1,4.4,6.3,5.4,7.3,7.5,4.4,3.3,1
1154,0.2285714285714285,-0.00447075023717878,4.4,5.1,5.9,4.2,4.8,9.7,5.7,3.4,3.5,0
176,0.3714285714285713,-0.2905987654166373,4.1,4.5,3.5,4.1,4.5,7.6,4.9,3.4,3.4,0
822,0.31428571428571417,-1.2205148147498763,3.9,4.8,4.6,3.6,5.1,6.9,5.4,4.3,3.7,0
1067,0.0,-0.14753475782690803,6.3,4.5,2.4,4.7,3.4,6.2,6.0,3.3,2.6,0
615,0.8285714285714283,-2.007366856493386,6.6,6.9,4.4,5.4,7.8,5.9,7.2,4.9,4.5,1
163,0.2857142857142857,-0.8628547957755536,3.0,3.7,4.8,6.3,4.5,5.0,5.2,2.9,3.1,0
530,0.05714285714285705,0.9969773028909252,2.6,7.2,2.2,7.2,4.5,6.2,6.4,6.7,4.5,1
639,0.3714285714285713,0.9969773028909252,5.4,7.8,4.6,7.5,5.9,4.6,6.4,4.8,4.6,1
322,0.7714285714285716,-1.2920468185447411,6.3,3.9,4.4,3.9,6.4,8.2,5.8,3.0,3.2,0
663,0.34285714285714275,0.7823812915063311,5.2,4.6,2.2,6.0,4.5,6.8,6.1,4.5,3.5,0
661,0.7714285714285716,-1.2920468185447411,3.0,4.8,5.1,3.9,6.4,8.2,5.1,4.5,3.2,0
823,0.2285714285714285,0.42472127253200825,5.7,6.0,2.3,7.6,3.7,4.8,5.8,5.7,4.4,0
1106,0.4571428571428571,-1.578174833724199,3.5,6.7,5.4,5.7,6.0,8.2,5.4,4.7,5.2,1
202,0.34285714285714275,0.9254452990960595,5.6,5.6,5.4,7.4,5.8,4.5,6.2,5.4,4.5,1
244,0.2857142857142857,-1.077450807160147,6.7,3.6,2.2,2.9,5.0,8.4,7.3,2.0,1.6,0
784,0.17142857142857135,1.4261693256601122,7.2,6.9,2.6,5.8,3.5,5.4,6.2,5.6,4.0,1
78,0.4857142857142856,0.9254452990960595,4.6,5.3,4.2,8.4,4.8,7.1,6.2,4.4,4.2,1
484,0.2285714285714285,0.42472127253200825,5.7,6.0,2.3,7.6,3.7,4.8,5.8,5.7,4.4,0
768,0.6571428571428571,0.8539132953011953,3.6,6.4,5.3,5.3,7.1,8.4,5.8,4.5,4.4,1
479,0.3714285714285713,0.9969773028909252,5.4,7.8,4.6,7.5,5.9,4.6,6.4,4.8,4.6,1
1126,0.2285714285714285,1.4261693256601122,7.4,4.8,4.0,5.9,4.8,4.9,5.9,3.2,3.8,0
690,0.05714285714285705,0.9969773028909252,2.6,7.2,2.2,7.2,4.5,6.2,6.4,6.7,4.5,1
151,0.4571428571428571,1.0685093066857896,7.0,6.2,4.7,6.5,4.9,8.5,7.3,4.3,4.1,1
786,0.4571428571428571,-1.578174833724199,3.5,6.7,5.4,5.7,6.0,8.2,5.4,4.7,5.2,1
683,0.2857142857142857,0.5677852801217369,4.6,4.8,2.7,6.8,4.6,6.8,5.8,3.8,4.0,1
807,0.3714285714285713,-0.2905987654166373,4.1,4.5,3.5,4.1,4.5,7.6,4.9,3.4,3.4,0
433,0.34285714285714275,-0.7197907881858243,8.5,4.3,4.5,6.4,4.7,5.2,7.7,3.7,3.3,0
988,0.4571428571428571,-1.9358348526985216,7.1,5.2,3.9,4.3,5.0,8.4,7.1,3.3,3.3,0
604,0.9714285714285712,1.1400413104806535,4.6,6.9,5.0,6.9,6.6,7.6,6.5,5.1,4.4,1
191,0.3999999999999999,-0.21906676162177294,3.0,4.0,5.1,4.2,4.6,7.7,4.9,4.7,3.5,0
1180,0.08571428571428563,1.0685093066857896,4.8,6.1,3.2,7.3,4.6,6.3,6.3,4.7,4.6,1
808,0.17142857142857135,-1.0059188033652828,3.1,4.1,4.0,4.3,3.7,8.5,5.1,3.6,3.3,0
1145,0.5142857142857142,-0.8628547957755536,5.2,3.9,3.0,5.4,6.8,8.4,6.2,2.5,3.5,0
969,0.34285714285714275,-0.5767267805960957,4.9,4.1,4.0,5.0,5.9,7.8,6.1,2.6,2.7,0
7,0.2857142857142857,-0.8628547957755536,3.0,3.7,4.8,6.3,4.5,5.0,5.2,2.9,3.1,0
1060,0.34285714285714275,0.7823812915063311,5.9,4.6,3.9,6.0,4.5,6.8,6.4,3.9,3.5,0
994,0.34285714285714275,-0.3621307692115016,2.6,5.0,4.1,4.4,4.8,7.2,4.5,4.2,3.7,0
272,0.3999999999999999,-2.078898860288251,1.3,3.0,3.5,4.2,4.9,8.2,4.3,2.4,3.1,0
595,0.4285714285714286,-0.8628547957755536,6.5,5.3,5.3,5.1,4.9,9.2,5.7,3.5,3.4,0
538,0.4285714285714286,1.4261693256601122,3.7,6.1,4.2,7.0,6.7,6.8,5.9,4.5,3.9,1
552,0.3714285714285713,0.9969773028909252,6.3,7.6,5.5,7.5,5.9,4.6,6.6,5.2,4.6,1
995,0.34285714285714275,-1.649706837519064,5.1,6.4,3.7,5.7,5.6,9.1,5.4,5.0,4.5,0
520,0.3999999999999999,-1.077450807160147,2.7,5.3,3.9,3.9,5.3,7.1,5.2,4.7,3.9,0
392,0.3714285714285713,0.9969773028909252,6.3,7.6,5.5,7.5,5.9,4.6,6.6,5.2,4.6,1
862,0.8285714285714283,-0.3621307692115016,4.8,7.7,4.5,7.2,6.9,9.6,6.4,5.7,5.5,1
313,0.2857142857142857,0.5677852801217369,6.4,4.9,2.4,6.8,4.6,6.8,6.3,4.3,4.0,1
154,0.11428571428571432,-0.14753475782690803,6.7,6.6,1.9,7.2,4.3,5.9,6.5,4.7,4.3,1
627,0.6571428571428571,0.8539132953011953,6.1,5.9,6.3,5.3,7.1,8.4,7.1,5.4,4.4,1
921,0.4857142857142856,0.42472127253200825,2.5,5.9,4.8,4.9,6.0,6.8,4.7,5.0,3.7,1
739,0.7714285714285716,-1.2920468185447411,3.0,4.8,5.1,3.9,6.4,8.2,5.1,4.5,3.2,0
1033,0.2857142857142857,0.5677852801217369,6.4,4.9,2.4,6.8,4.6,6.8,6.3,4.3,4.0,1
394,0.11428571428571432,-0.14753475782690803,6.7,6.6,1.9,7.2,4.3,5.9,6.5,4.7,4.3,1
718,0.4857142857142856,0.9254452990960595,4.6,5.3,4.2,8.4,4.8,7.1,6.2,4.4,4.2,1
778,0.4285714285714286,1.4261693256601122,3.7,6.1,4.2,7.0,6.7,6.8,5.9,4.5,3.9,1
432,0.3714285714285713,-0.2905987654166373,3.8,3.5,2.9,4.1,4.5,7.6,5.1,4.0,3.4,0
282,0.34285714285714275,0.9254452990960595,5.6,5.6,5.4,7.4,5.8,4.5,6.2,5.4,4.5,1
460,0.08571428571428563,1.0685093066857896,4.8,6.1,3.2,7.3,4.6,6.3,6.3,4.7,4.6,1
746,0.3999999999999999,-1.5066428299293348,5.1,6.7,3.7,5.9,5.8,9.3,5.9,4.4,4.6,0
788,0.5999999999999999,-1.0059188033652828,2.7,6.6,6.5,6.3,6.0,8.7,4.7,4.6,4.6,1
437,0.34285714285714275,0.7823812915063311,5.9,4.6,3.9,6.0,4.5,6.8,6.4,3.9,3.5,0
553,0.2857142857142857,0.5677852801217369,6.4,4.9,2.4,6.8,4.6,6.8,6.3,4.3,4.0,1
846,0.6571428571428571,-1.148982810955012,4.7,6.9,4.5,6.8,5.9,8.8,6.0,4.8,5.2,1
311,0.4571428571428571,1.0685093066857896,7.0,6.2,4.7,6.5,4.9,8.5,7.3,4.3,4.1,1
117,0.34285714285714275,0.7823812915063311,5.2,4.6,2.2,6.0,4.5,6.8,6.1,4.5,3.5,0
731,0.3999999999999999,-0.9343867995704184,5.8,4.1,4.9,4.7,4.8,7.2,6.5,3.5,2.8,0
8,0.3999999999999999,-1.5066428299293348,5.1,6.7,3.7,5.9,5.8,9.3,5.9,4.4,4.6,0
1023,0.3999999999999999,-0.21906676162177294,5.2,5.8,5.6,6.6,5.4,4.4,6.7,4.6,4.0,1
926,0.6571428571428571,-1.148982810955012,4.7,6.9,4.5,6.8,5.9,8.8,6.0,4.8,5.2,1
997,0.2857142857142857,0.5677852801217369,6.1,4.3,3.5,6.1,2.9,5.6,6.1,3.1,2.5,0
275,0.2285714285714285,0.42472127253200825,5.7,6.0,2.3,7.6,3.7,4.8,5.8,5.7,4.4,0
295,0.8285714285714283,-2.007366856493386,6.6,6.9,4.4,5.4,7.8,5.9,7.2,4.9,4.5,1
859,0.4857142857142856,-0.00447075023717878,4.3,5.8,4.4,6.9,5.8,4.7,5.2,4.1,4.3,1
455,0.8285714285714283,-2.007366856493386,6.6,6.9,4.4,5.4,7.8,5.9,7.2,4.9,4.5,1
444,0.9714285714285712,1.1400413104806535,4.6,6.9,5.0,6.9,6.6,7.6,6.5,5.1,4.4,1
918,0.7714285714285716,-1.2920468185447411,3.0,4.8,5.1,3.9,6.4,8.2,5.1,4.5,3.2,0
532,0.3999999999999999,0.2101252611474141,3.9,6.2,5.8,4.9,5.0,9.0,5.2,4.7,4.5,1
1134,0.3999999999999999,-0.8628547957755536,5.9,4.2,3.4,4.7,4.8,7.2,5.7,4.0,2.8,0
130,0.05714285714285705,0.9969773028909252,2.6,7.2,2.2,7.2,4.5,6.2,6.4,6.7,4.5,1
