USER_ID,PRD_CAT,PRD_ID,GENDER,AGE_GRP,MARITAL_YN,PUR_AMT
1000255,3,P00174142,M,36-45,1,10643
1001760,1,P00266642,F,26-35,1,15297
1001215,1,P00243942,M,36-45,0,15860
1001645,1,P00127542,F,18-25,1,15529
1000319,1,P00361942,F,51-55,1,4229
1001203,1,P00177542,F,26-35,0,19648
1000651,1,P00155442,M,36-45,0,11606
1001770,1,P00221442,M,36-45,0,15204
1001165,2,P00350442,M,26-35,1,12817
1000506,1,P00355142,M,26-35,0,11418
1000819,1,P00048142,M,36-45,0,19583
1000257,1,P00130742,M,18-25,0,19160
1001062,3,P00265142,M,51-55,0,13312
1000355,1,P00004242,M,18-25,0,15403
1000669,2,P00295942,M,26-35,0,9982
1001230,1,P00251642,M,26-35,0,12115
1001608,1,P00338442,M,26-35,1,8269
1000817,1,P00201442,M,18-25,0,11818
1000957,2,P00350442,M,36-45,1,13315
1000424,3,P0095842,M,26-35,0,13688
1001391,3,P00216342,M,36-45,1,11060
1000881,1,P00268742,M,18-25,0,7601
1001259,2,P00116842,M,36-45,1,15997
1000585,1,P00270942,M,18-25,0,15380
1000509,2,P00187442,M,26-35,1,6889
1000954,1,P00111142,F,26-35,1,19568
1001624,1,P00278042,M,26-35,1,19009
1001004,1,P00355142,M,26-35,0,15234
1001775,1,P00346242,M,26-35,1,15897
1001504,1,P00112642,M,18-25,0,11761
1000985,2,P00085942,M,26-35,0,12737
1000082,1,P00071242,M,26-35,1,11594
1001780,1,P00113342,M,36-45,0,12106
1000945,1,P00057642,M,46-50,0,15322
1000093,1,P00260442,M,26-35,1,11483
1001701,3,P00119142,F,26-35,0,10941
1001270,1,P00335442,M,26-35,0,4279
1000921,2,P00345842,M,26-35,0,9530
1001449,1,P00233942,M,36-45,1,11484
1000103,1,P00042942,M,46-50,1,19479
1001639,1,P00128742,M,26-35,0,12042
1000828,1,P00110842,M,18-25,0,11538
1001710,2,P00277642,M,18-25,0,16268
1000957,2,P00322942,M,36-45,1,13322
1000419,1,P00036842,M,18-25,0,15440
1001671,1,P00111142,M,36-45,0,15705
1001087,1,P00121342,M,26-35,0,19304
1000134,2,P00295942,M,26-35,1,16417
1000702,1,P00127942,M,36-45,1,4061
1000520,1,P00334642,F,36-45,0,11497
1001451,2,P0095342,M,36-45,0,12811
1001392,1,P00345642,M,46-50,1,7684
1001642,1,P00328742,M,51-55,0,15332
1000955,1,P00070042,F,51-55,1,11933
1001390,1,P00346442,M,36-45,1,11801
1001752,1,P00221842,M,26-35,0,15394
1001284,1,P00149542,M,46-50,1,15476
1001402,1,P00184942,M,18-25,0,15617
1000129,1,P00062842,M,26-35,0,15913
1000307,1,P00090942,M,51-55,1,18970
1000136,1,P00249542,M,18-25,0,8180
1000505,3,P00190042,M,36-45,1,13194
1001377,1,P00155142,M,36-45,1,7807
1000202,1,P00037142,M,18-25,0,15191
1001215,1,P00112542,M,36-45,0,19608
1001092,1,P00307542,F,18-25,0,19467
1000642,1,P00127842,F,36-45,0,15726
1001339,1,P00057642,M,36-45,0,15491
1000508,1,P00253142,M,26-35,0,12005
1001617,1,P00351342,M,26-35,0,8287
1000533,1,P00244042,M,26-35,0,11971
1001087,1,P00274242,M,26-35,0,15766
1001051,1,P00128942,F,26-35,1,19597
1001057,1,P00270942,M,46-50,1,15595
1001127,1,P00182242,M,26-35,0,15186
1000647,1,P00019342,M,36-45,1,11911
1000202,1,P00036842,M,18-25,0,15841
1000048,1,P00114342,M,26-35,1,12026
1001651,1,P00351142,M,26-35,0,11399
1001628,1,P00112642,M,18-25,0,11882
1000442,1,P00142142,M,26-35,0,7582
1001502,1,P00220142,M,18-25,0,11546
1000515,1,P00112542,M,26-35,1,19144
1001780,3,P00255742,M,36-45,0,8307
1001778,1,P00042942,M,18-25,0,11593
1001423,3,P00070942,M,26-35,1,13213
1001068,3,P00196142,F,18-25,0,10869
1000160,1,P00046742,M,36-45,0,15258
1001624,1,P00000942,M,26-35,1,7879
1001132,1,P00243942,M,18-25,1,15683
1001727,1,P00006942,M,36-45,1,15700
1000445,1,P00129342,M,46-50,1,11880
1001221,1,P00352442,M,18-25,0,7612
1001628,1,P00270942,M,18-25,0,15201
1000149,1,P00270542,M,26-35,1,19372
1001119,1,P00127742,M,36-45,1,15887
1000134,1,P00078542,M,26-35,1,4495
1000168,1,P00025442,F,51-55,1,19391
1001010,1,P00113142,M,26-35,0,15532
1000424,1,P00040742,M,26-35,0,3986
1000714,1,P00130742,M,18-25,0,15874
1000817,3,P0099742,M,18-25,0,10818
1001597,1,P00270942,M,26-35,1,19377
1001706,1,P00335442,M,26-35,1,4426
1000208,1,P00270942,M,36-45,1,11395
1000566,1,P00159842,M,26-35,0,7641
1000264,1,P00105142,M,36-45,1,11753
1001723,1,P00345742,M,36-45,1,11911
1001558,2,P00350442,M,18-25,1,16391
1000416,2,P00008542,M,46-50,1,12704
1000199,1,P00110842,M,18-25,0,19459
1000977,1,P00105142,M,26-35,0,15210
1001288,1,P00080342,F,36-45,0,15381
1000218,1,P00351342,M,36-45,1,11555
1001117,3,P00190042,M,18-25,0,10582
1001059,2,P00193642,F,26-35,0,9782
1000260,1,P00114942,M,18-25,0,15269
1001033,1,P00145642,M,26-35,0,11458
1000624,1,P00184442,M,26-35,0,11739
1000429,1,P00355142,M,18-25,0,7908
1000439,1,P00147742,M,36-45,1,15614
1001062,1,P00182142,M,51-55,0,15647
1000321,1,P00114942,M,18-25,0,15907
1001094,3,P00189842,F,18-25,0,8233
1001272,1,P00127942,M,18-25,0,11906
1000790,1,P00110742,M,26-35,0,19146
1000587,2,P00275842,M,26-35,0,9794
1001271,1,P00142142,F,46-50,1,11775
1001109,1,P00110742,M,18-25,0,19601
1000348,1,P00351142,M,51-55,1,15185
1001164,1,P00255942,F,26-35,1,15649
1000424,2,P00295342,M,26-35,0,12826
1001260,1,P00273742,M,26-35,0,15458
1001717,1,P00192542,F,51-55,0,12074
1001216,1,P00054242,M,26-35,1,19373
1001717,1,P00028042,F,51-55,0,15166
1001004,1,P00346242,M,26-35,0,15681
1000268,1,P00047242,F,18-25,0,7601
1001647,1,P00352642,M,18-25,0,11970
1000355,3,P00190942,M,18-25,0,5448
1000526,1,P00110742,M,46-50,1,15434
1000003,1,P00046742,M,26-35,0,15683
1000604,1,P00145642,M,46-50,1,8126
1001230,1,P00262242,M,26-35,0,15206
1000647,1,P00338542,M,36-45,1,15579
1000232,1,P00046742,M,26-35,1,11477
1001027,1,P00115142,M,18-25,0,11920
1000284,2,P00198142,M,26-35,1,9693
1001427,3,P00155242,M,26-35,0,5695
1001450,1,P00182142,M,18-25,1,8131
1000268,1,P00286742,F,18-25,0,15229
1001087,2,P00266542,M,26-35,0,13142
1000713,1,P00351142,M,36-45,0,15752
1000429,1,P00000642,M,18-25,0,19686
1000981,3,P00058242,M,26-35,1,8123
1001579,1,P00132642,M,26-35,0,7954
1000273,1,P00277542,M,18-25,1,8282
1001639,1,P00046642,M,26-35,0,15773
1001544,1,P00329542,M,26-35,0,11683
1000625,1,P00136842,F,36-45,1,11412
1000062,1,P00036842,F,36-45,0,11694
1000816,1,P00274042,M,46-50,0,15252
1000076,1,P00237542,M,36-45,1,19271
1000445,1,P00127542,M,46-50,1,11373
1000309,1,P00184942,M,26-35,0,19218
1000329,1,P00008842,M,36-45,0,7967
1001057,1,P00209742,M,46-50,1,11484
1000324,3,P00058142,M,36-45,1,10978
1001447,1,P00173842,M,18-25,0,7784
1001422,2,P00282342,M,36-45,0,6400
1000838,2,P00318642,M,51-55,0,16285
1000297,1,P00274242,M,18-25,1,18952
1000550,1,P00241642,M,46-50,1,19673
1001723,1,P00127342,M,36-45,1,19073
1000921,1,P00059642,M,26-35,0,15291
1001391,1,P00125942,M,36-45,1,15311
1000135,2,P00306042,M,18-25,1,3435
1000777,1,P00318742,M,18-25,0,7988
1000248,1,P00110742,M,18-25,1,19071
1000529,1,P00105142,M,36-45,0,12108
1001335,1,P00103042,M,36-45,0,4034
1000112,3,P00190542,M,26-35,1,13249
1001680,1,P00221342,M,26-35,1,15851
1000839,1,P00001042,M,26-35,0,15716
1001271,2,P00171542,F,46-50,1,13314
1001560,1,P0097242,F,26-35,0,15715
1000505,1,P00154042,M,36-45,1,15520
1000449,2,P00275842,M,26-35,0,16440
1001502,1,P00320942,M,18-25,0,7812
1000429,1,P00289842,M,18-25,0,8309
1000911,3,P00058242,M,51-55,1,10690
1000092,2,P00146542,F,18-25,0,3796
1000476,1,P00182342,M,36-45,0,11593
1000999,1,P00019942,M,26-35,0,7803
1000984,1,P00266642,M,51-55,1,15601
1000438,1,P00355142,M,18-25,0,11577
1000533,1,P00136742,M,26-35,0,15842
1001451,1,P00079742,M,36-45,0,7683
1000777,1,P00345742,M,18-25,0,11587
1000260,1,P0098342,M,18-25,0,15803
1001356,2,P00196342,F,18-25,0,15930
1001377,1,P00277942,M,36-45,1,11706
1000560,1,P00277842,M,46-50,1,11472
1000927,1,P00062842,F,26-35,1,11857
1000524,1,P00221442,M,18-25,0,15556
1000045,3,P00249642,F,46-50,1,2797
1000186,3,P00058242,M,18-25,0,7951
1000839,1,P00191442,M,26-35,0,15621
1000509,3,P00196242,M,26-35,1,8326
1000889,1,P00016842,M,46-50,0,4249
1001426,3,P00210342,M,18-25,0,10984
1001503,1,P00110942,M,26-35,0,15646
1001616,1,P00248942,M,26-35,1,19187
1001117,1,P00142942,M,18-25,0,15892
1001301,1,P00036842,F,26-35,1,15602
1001301,1,P00281642,F,26-35,1,15615
1000429,3,P00216342,M,18-25,0,8431
1000212,1,P00034042,M,26-35,0,19558
1000637,3,P0096542,M,36-45,1,10990
1001675,1,P00329542,F,26-35,1,11427
1000005,1,P00036842,M,26-35,1,15218
1000661,1,P0097242,M,46-50,1,19109
1001132,3,P00282142,M,18-25,1,13700
1000681,3,P00355742,M,36-45,1,10643
1001086,1,P00237242,M,18-25,0,8187
1000637,3,P00248442,M,36-45,1,5535
1000955,1,P0097242,F,51-55,1,15453
1001150,1,P00318742,F,26-35,0,7785
1000151,2,P00187442,F,26-35,1,10116
1000344,1,P00114342,M,36-45,1,19578
1001010,1,P00010742,M,26-35,0,18994
1000148,2,P00015342,M,51-55,1,16164
1000146,3,P0096842,F,36-45,1,11062
1001764,1,P00110842,M,18-25,0,15319
1001219,1,P00286742,M,26-35,1,15654
1000101,1,P00182142,F,18-25,0,15414
1001635,1,P00254442,M,26-35,0,7934
1001780,1,P00217242,M,36-45,0,7992
1000828,3,P00216342,M,18-25,0,10724
1001064,1,P00332242,M,26-35,0,15734
1001004,1,P00346142,M,26-35,0,7959
1001672,1,P00184942,M,26-35,0,19106
1000843,1,P00118442,M,26-35,1,15392
1001071,1,P00201342,M,51-55,0,19610
1000610,1,P00114342,M,26-35,0,19403
1001169,3,P00130442,M,26-35,0,10751
1000721,3,P0096542,F,36-45,0,11009
1000140,1,P00062842,F,36-45,0,3843
1000910,3,P0096142,F,51-55,1,10967
1000146,3,P00058242,F,36-45,1,13702
1001017,1,P00249542,M,36-45,0,11761
1000148,1,P0097242,M,51-55,1,19026
1000678,3,P0096142,M,26-35,1,10570
1000985,1,P00120042,M,26-35,0,11949
1000739,1,P00289242,M,36-45,0,15524
1001658,1,P00114942,F,36-45,0,15392
1000482,1,P00105142,M,26-35,1,11602
1000841,1,P00338542,F,51-55,0,15570
1000454,1,P00221442,M,26-35,1,8085
1000033,1,P00209742,M,46-50,1,15206
1000230,3,P00350942,M,46-50,0,13652
1001242,3,P00350942,F,36-45,1,8262
1000403,1,P00147942,M,18-25,0,19054
1000185,1,P00334242,M,46-50,0,19217
1000798,1,P00217342,F,26-35,1,7976
1001447,1,P00030742,M,18-25,0,7683
1000321,1,P00187842,M,18-25,0,15661
1000139,2,P00085942,F,26-35,0,13141
1000281,1,P00057642,F,36-45,0,19283
1001181,2,P00126242,M,36-45,1,10055
1001645,3,P00068042,F,18-25,1,11060
1000604,1,P00127342,M,46-50,1,3812
1000335,1,P00127442,M,36-45,1,3899
1000973,2,P00117142,F,26-35,1,13206
1000346,1,P00112142,F,26-35,0,19466
1000975,2,P00352842,M,36-45,1,10131
1001010,1,P00048142,M,26-35,0,4113
1000477,1,P00010742,M,36-45,0,19696
1000721,1,P0097342,F,36-45,0,7581
1001683,1,P00127642,F,26-35,0,7835
1001087,1,P00114942,M,26-35,0,15430
1000956,1,P00025442,M,36-45,1,19494
1000098,1,P00184942,F,36-45,1,19416
1000544,1,P00088042,M,36-45,0,15506
1000645,2,P00111542,M,36-45,0,16142
1000453,1,P0097242,M,18-25,0,15598
1000225,1,P00289842,M,26-35,0,4117
1001616,1,P00137542,M,26-35,1,4202
1000186,3,P00074142,M,18-25,0,8123
1000550,1,P00243942,M,46-50,1,11488
1001531,1,P00142142,M,46-50,1,11922
1000198,1,P00192542,M,26-35,1,11931
1001268,1,P00274042,M,51-55,1,19156
1001320,1,P00113142,M,26-35,0,19480
1000235,2,P00065342,M,26-35,0,16114
1000081,1,P00113242,F,26-35,1,19149
1000689,1,P0097342,F,51-55,1,8320
1000111,3,P00210342,M,36-45,0,8010
1000921,2,P00057742,M,26-35,0,9697
1000911,1,P00110842,M,51-55,1,19050
1000889,1,P00201442,M,46-50,0,11547
1001793,1,P00002142,M,26-35,0,11728
1001761,1,P00114942,M,36-45,0,3863
1001609,1,P00182142,F,36-45,0,15404
1001545,1,P00346142,M,26-35,0,11551
1000148,1,P00320242,M,51-55,1,15797
1001060,1,P00042942,M,18-25,0,7699
1000520,3,P00155242,F,36-45,0,10653
1000974,1,P00110742,M,36-45,0,15741
1001600,1,P00154042,M,36-45,1,11633
1001609,1,P00110942,F,36-45,0,19477
1000102,1,P00248942,M,36-45,0,3937
1001680,1,P00339842,M,26-35,1,19210
1000255,1,P00016042,M,36-45,1,11790
1001723,1,P00220142,M,36-45,1,19453
1001168,2,P00295942,F,26-35,1,12806
1001675,1,P00059742,F,26-35,1,11657
1000944,1,P00183442,M,36-45,1,15456
1001150,1,P00127942,F,26-35,0,3917
1001680,1,P00146142,M,26-35,1,11754
1000533,1,P00140742,M,26-35,0,11400
1001714,1,P00110942,M,26-35,1,15342
1000692,1,P00002142,F,26-35,1,19223
1000878,1,P00046742,M,18-25,0,15673
1001272,1,P00112942,M,18-25,0,15569
1001515,2,P00085942,M,26-35,1,16066
1000057,3,P00350942,M,18-25,0,10792
1001728,3,P00195742,M,18-25,0,10791
1001624,1,P00142942,M,26-35,1,7862
1001140,1,P00010742,F,46-50,1,11897
1001338,1,P00187842,M,26-35,1,15281
1000134,1,P00356042,M,26-35,1,7649
1000101,1,P00154042,F,18-25,0,19027
1000352,1,P00233342,M,18-25,0,15863
1000199,1,P00173742,M,18-25,0,11788
1000053,2,P00000242,M,26-35,0,16205
1000041,1,P00025442,F,18-25,0,19563
1000780,1,P00030842,M,26-35,0,15654
1001696,1,P00088042,M,36-45,0,12106
1001377,1,P00221142,M,36-45,1,15316
1000524,1,P00350342,M,18-25,0,11458
1001764,1,P00148542,M,18-25,0,15645
1001628,1,P00305142,M,18-25,0,7614
1001125,1,P00208742,F,18-25,0,4168
1000850,1,P00113242,M,36-45,1,19375
1001066,1,P00127842,M,46-50,1,15832
1000695,1,P00105142,F,18-25,0,15361
1001329,1,P00197342,M,18-25,0,4258
1000531,1,P00338442,F,18-25,0,11709
1000637,3,P00196142,M,36-45,1,10590
1001701,1,P00111242,F,26-35,0,7857
1000053,1,P00160042,M,26-35,0,19416
1000881,1,P00240242,M,18-25,0,15294
1001141,2,P00187442,F,26-35,1,6937
1000531,1,P00016342,F,18-25,0,15533
1000714,1,P00298942,M,18-25,0,15906
1000791,2,P0095542,M,36-45,0,12907
1001483,1,P00165442,M,18-25,0,11893
1000971,1,P00155442,M,26-35,1,7954
1001566,1,P00113242,M,36-45,0,19572
1000418,1,P00057642,F,26-35,1,11731
1000033,1,P00318742,M,46-50,1,15808
1000957,3,P00337642,M,36-45,1,10655
1001030,1,P00078542,M,26-35,1,4256
1000637,1,P00119642,M,36-45,1,19187
1001268,2,P00111542,M,51-55,1,15942
1000335,1,P00076442,M,36-45,1,7637
1000283,1,P00004442,M,26-35,0,19113
1001647,1,P00349942,M,18-25,0,15882
1001571,1,P00010742,M,26-35,1,19528
1000651,1,P00111242,M,36-45,0,15481
1000014,1,P00262242,M,36-45,0,7646
1000424,1,P00161242,M,26-35,0,7824
1000420,1,P00121342,M,36-45,0,15184
1001613,1,P00182242,M,18-25,0,15426
1000436,1,P00112142,M,18-25,0,15164
1001279,1,P00119642,M,36-45,0,12124
1001447,1,P00029542,M,18-25,0,12066
1000271,3,P00190142,M,18-25,0,13515
1001647,1,P00274442,M,18-25,0,15563
1001086,1,P00127942,M,18-25,0,15190
1001624,3,P00070542,M,26-35,1,13338
1000892,1,P00111142,M,36-45,0,19085
1001145,2,P00295942,M,51-55,1,16476
1001314,3,P00155242,F,18-25,0,13199
1001377,1,P00113342,M,36-45,1,15811
1000424,2,P00195342,M,26-35,0,13140
1001340,1,P0098342,M,26-35,0,4516
1000328,1,P00042942,M,36-45,0,15607
1001502,1,P00127242,M,18-25,0,11877
1000204,1,P00177542,M,26-35,1,19592
1000205,1,P00112542,M,36-45,0,15735
1000053,1,P00110742,M,26-35,0,19636
1001114,3,P0096842,F,18-25,0,5666
1001319,1,P00147942,F,26-35,1,3864
1001031,1,P00121342,M,36-45,1,15591
1000442,1,P00177542,M,26-35,0,19562
1000392,2,P00057742,M,18-25,0,9758
1000174,1,P00090942,M,26-35,0,11823
1000929,1,P00127842,M,26-35,0,15718
1000192,1,P00165442,M,18-25,0,8013
1000705,1,P00063342,M,26-35,1,15918
1001369,1,P00192542,M,26-35,1,19090
1000213,1,P00147742,F,18-25,0,19579
1000204,1,P00118442,M,26-35,1,15531
1001752,1,P00201342,M,26-35,0,15460
1001613,1,P00221042,M,18-25,0,11554
1000764,2,P00324742,M,18-25,0,16363
1000563,2,P00297442,M,26-35,0,9626
1000678,3,P00155242,M,26-35,1,8044
1000103,1,P00155142,M,46-50,1,15830
1000752,1,P00222942,F,26-35,0,3976
1001579,1,P00222942,M,26-35,0,11638
1001420,1,P00034442,M,18-25,0,12072
1001413,1,P00307542,M,18-25,1,11617
1000678,1,P00140742,M,26-35,1,15716
1001025,3,P00249642,M,26-35,1,5447
1001312,1,P00146042,M,26-35,1,4280
1000744,2,P00285642,M,26-35,0,6545
1000877,1,P00127542,M,26-35,1,7948
1000817,1,P00110942,M,18-25,0,19492
1000355,1,P00125942,M,18-25,0,11399
1000244,1,P00110842,M,51-55,1,19281
1001597,1,P00201442,M,26-35,1,11975
1000692,1,P00110742,F,26-35,1,19222
1001629,1,P00000642,M,18-25,1,19250
1001390,1,P00145042,M,36-45,1,15187
1001598,1,P00146042,M,36-45,0,7593
1001221,2,P00275842,M,18-25,0,13050
1000899,3,P00216342,F,26-35,1,7947
1001635,3,P00155242,M,26-35,0,8085
1001410,1,P00122442,M,51-55,1,19621
1001246,1,P00241242,M,18-25,0,11540
1000481,1,P00057642,M,46-50,0,19684
1000604,1,P00036842,M,46-50,1,19636
1000780,1,P00347642,M,26-35,0,15867
1000531,3,P00216342,F,18-25,0,13505
1000163,1,P00206442,M,18-25,0,3931
1000601,1,P00206442,F,18-25,1,15780
1001680,1,P00234042,M,26-35,1,11978
1001370,1,P00112142,M,36-45,1,12043
1001447,3,P00255742,M,18-25,0,13654
1000411,1,P00221742,F,46-50,1,4096
1001778,1,P00025442,M,18-25,0,19075
1000668,1,P00136842,F,26-35,0,11546
1001086,1,P00006942,M,18-25,0,15852
1000339,1,P00080342,M,51-55,1,15436
1000286,1,P00110842,M,26-35,0,11930
1000462,1,P00037142,M,18-25,1,15301
1001680,1,P00345742,M,26-35,1,12034
1000187,1,P00289242,F,46-50,0,8250
1000876,1,P00215242,M,26-35,0,7935
1000245,1,P00217542,M,36-45,0,3878
1000604,1,P00028442,M,46-50,1,11893
1001635,1,P00278942,M,26-35,0,19048
1001160,3,P00255742,M,18-25,0,8259
1001790,1,P00192542,M,26-35,0,11646
1000770,3,P00190142,M,18-25,1,5421
1000272,1,P00036842,M,18-25,0,15239
1001556,2,P00035342,M,18-25,1,6946
1000678,1,P00318742,M,26-35,1,15883
1001151,1,P00036842,M,26-35,1,19633
1001231,1,P00025442,M,26-35,0,15716
1000720,1,P00057942,M,18-25,0,12038
1000550,2,P00352842,M,46-50,1,9727
1000329,1,P00345742,M,36-45,0,8218
1000550,1,P00234642,M,46-50,1,7632
1001377,1,P00144642,M,36-45,1,11494
1001017,1,P00217542,M,36-45,0,7771
1000934,1,P00145642,F,36-45,0,11984
1001268,3,P00119142,M,51-55,1,2858
1000823,1,P00002142,M,26-35,0,11641
1001448,1,P00221942,F,26-35,0,12064
1000174,1,P00352542,M,26-35,0,4171
1000744,1,P00016842,M,26-35,0,11483
1000731,1,P00047242,M,46-50,1,12116
1001147,1,P00006942,M,26-35,1,11760
1001616,1,P00028042,M,26-35,1,19019
1001246,1,P00034042,M,18-25,0,15441
1001635,3,P00058142,M,26-35,0,10639
1000235,1,P00274142,M,26-35,0,19570
1000610,3,P00000142,M,26-35,0,13680
1001211,1,P0097242,M,18-25,0,7927
1000973,2,P0095342,F,26-35,1,9747
1000671,1,P00080342,M,18-25,0,19323
1001226,3,P00190942,M,18-25,0,7981
1001181,3,P00350942,M,36-45,1,5722
1001094,1,P00113142,F,18-25,0,11627
1000533,2,P0095542,M,26-35,0,9704
1000818,2,P00116842,M,18-25,0,12824
1000563,3,P0096942,M,26-35,0,10563
1001042,2,P00325742,M,36-45,1,9573
1000006,3,P00190142,F,51-55,0,10810
1000192,1,P00289242,M,18-25,0,15189
1001371,1,P00242742,F,51-55,1,8312
1000392,1,P00110742,M,18-25,0,15190
1001780,1,P00352142,M,36-45,0,8064
1000959,1,P00338442,M,51-55,0,11436
1000549,2,P00116842,M,26-35,0,16252
1000163,1,P00149542,M,18-25,0,4145
1000482,1,P00113342,M,26-35,1,11801
1001624,1,P00220142,M,26-35,1,3874
1000980,1,P00121342,M,26-35,1,15610
1001666,1,P00169742,M,26-35,0,11464
1001030,1,P00127242,M,26-35,1,15869
1001449,1,P00103042,M,36-45,1,11602
1001793,1,P00142942,M,26-35,0,11395
1000053,1,P00080342,M,26-35,0,19550
1001100,3,P00035542,M,26-35,1,2804
1001482,2,P00350442,M,26-35,0,10050
1001658,1,P00014842,F,36-45,0,11495
1000822,2,P00187042,F,26-35,1,9861
1000355,1,P00036742,M,18-25,0,19250
1000817,1,P00346242,M,18-25,0,15413
1000424,2,P00285642,M,26-35,0,12707
1000331,1,P00015542,M,26-35,0,7600
1000524,1,P00348842,M,18-25,0,8207
1001472,1,P00006942,M,26-35,0,11915
1001560,1,P00241242,F,26-35,0,15551
1001262,2,P00195342,M,26-35,1,13066
1001733,3,P00107042,M,18-25,1,8405
1001560,1,P00120042,F,26-35,0,15756
1001068,1,P00019342,F,18-25,0,19460
1001230,1,P00125942,M,26-35,0,19231
1000306,1,P00040742,M,18-25,0,8128
1001466,1,P00157642,M,18-25,1,15400
1000892,2,P00368142,M,36-45,0,12913
1001132,1,P00114942,M,18-25,1,19202
1000109,3,P00035542,M,46-50,1,10941
1001702,2,P00116842,M,18-25,0,13092
1000566,1,P00127842,M,26-35,0,11956
1001442,1,P00145042,M,18-25,0,12015
1000712,1,P00046742,M,26-35,0,15485
1000560,1,P00112142,M,46-50,1,15288
1001050,1,P0097342,M,26-35,0,11840
1000530,1,P00113242,M,26-35,1,19273
1000549,1,P00016842,M,26-35,0,3886
1001304,2,P00275842,M,26-35,1,10067
1001221,1,P00277542,M,18-25,0,7689
1001612,1,P00046742,M,26-35,0,7583
1001495,1,P00173842,M,18-25,0,3882
1001647,3,P00216242,M,18-25,0,13651
1001179,1,P00237542,M,51-55,1,15878
1000530,1,P00243942,M,26-35,1,11518
1001321,3,P00190142,F,26-35,1,13676
1000389,1,P00338542,M,26-35,0,19336
1001125,1,P00045342,F,18-25,0,4112
1000135,1,P00240242,M,18-25,1,8187
1001395,1,P00260442,M,26-35,1,8009
1000985,2,P00057742,M,26-35,0,9548
1000735,1,P00127442,M,26-35,0,11433
1001589,1,P00142942,M,26-35,0,11395
1000093,1,P00184042,M,26-35,1,19677
1000253,1,P00277942,F,26-35,0,15883
1000214,3,P00000142,M,18-25,0,10712
1000702,1,P00328742,M,36-45,1,11924
1001051,1,P00112142,F,26-35,1,19203
1000798,2,P00005942,F,26-35,1,12932
1000929,1,P00049442,M,26-35,0,8111
1001767,1,P00057942,M,26-35,0,12094
1000284,1,P00070342,M,26-35,1,8134
1000198,2,P00227942,M,26-35,1,6793
1000695,2,P00277642,F,18-25,0,13239
1001635,1,P00237542,M,26-35,0,19503
1001482,1,P00248942,M,26-35,0,15838
1000181,1,P00346342,M,18-25,0,15910
1000846,2,P00116842,M,26-35,1,16351
1000712,1,P00044442,M,26-35,0,19345
1001556,3,P0096842,M,18-25,1,7943
1000651,1,P00352142,M,36-45,0,8179
1000984,1,P00270542,M,51-55,1,15626
1001272,2,P00117142,M,18-25,0,12815
1001716,1,P00070042,M,26-35,0,11606
1001449,1,P00050442,M,36-45,1,11410
1000959,1,P00062842,M,51-55,0,11582
1000724,1,P00208742,M,51-55,1,15225
1001146,1,P00128942,F,18-25,1,15842
1000308,1,P00222242,M,26-35,1,15807
1000192,1,P00034042,M,18-25,0,4202
1001579,1,P00274042,M,26-35,0,15518
1001746,1,P00145042,M,26-35,1,12035
1001377,1,P00103042,M,36-45,1,11680
1000662,3,P00186842,M,18-25,0,13391
1001609,1,P00255942,F,36-45,0,15640
1000563,1,P00054542,M,26-35,0,3891
1001655,3,P0095842,M,18-25,1,10684
1001501,1,P00110842,M,26-35,0,15887
1000624,2,P00117142,M,26-35,0,13263
1001113,2,P00295942,M,18-25,0,16465
1001607,1,P00274042,M,46-50,1,11632
1000058,1,P00192542,M,26-35,0,19048
1001678,2,P00306042,F,18-25,0,13304
1001473,1,P00191442,M,26-35,0,7727
1000702,1,P00110842,M,36-45,1,19205
1000305,1,P00112542,F,18-25,1,15724
1001358,1,P00339542,M,36-45,1,11914
1000937,2,P00195542,M,26-35,1,9606
1001794,2,P00182642,M,26-35,0,12788
1001793,1,P00030842,M,26-35,0,15628
1000851,1,P00345742,M,18-25,0,15467
1001418,1,P00147942,M,18-25,1,15842
1001221,1,P00127642,M,18-25,0,15839
1000569,1,P00251942,F,18-25,1,15361
1000151,1,P00339842,F,26-35,1,11900
1001647,2,P00295942,M,18-25,0,16326
1001605,1,P00193542,F,18-25,0,15321
1000065,1,P00140042,M,36-45,1,15752
1001635,1,P00148542,M,26-35,0,15186
1000023,1,P00032042,M,36-45,1,11887
1001476,3,P00195942,F,18-25,0,10864
1000698,1,P00105142,M,18-25,0,19163
1001727,1,P00114942,M,36-45,1,19470
1001209,1,P00128942,M,36-45,1,19216
1000438,3,P00248442,M,18-25,0,7932
1000791,3,P00355742,M,36-45,0,2825
1001470,1,P00001542,M,18-25,1,12122
1000817,1,P00014842,M,18-25,0,15586
1001519,1,P00249542,M,18-25,0,7888
1000721,1,P00334242,F,36-45,0,11509
1001354,1,P00157642,F,26-35,0,12026
1001597,1,P00113342,M,26-35,1,19600
1000754,1,P00351142,M,36-45,0,19269
1000588,2,P00345842,F,26-35,0,12855
1000087,1,P00182142,M,26-35,0,19287
1000984,3,P00289942,M,51-55,1,8217
1001733,1,P00184942,M,18-25,1,15624
1000204,1,P00015542,M,26-35,1,11543
1000130,1,P00346142,M,36-45,1,19414
1001004,1,P00155142,M,26-35,0,15228
1000177,1,P00145042,M,51-55,1,19261
1000721,2,P00000242,F,36-45,0,9681
1000766,1,P00110842,F,26-35,1,19525
1000355,1,P00016742,M,18-25,0,15425
1000500,3,P00113442,F,18-25,0,13440
