SEQ,LABEL,SENSOR1,SENSOR2,SENSOR3,SENSOR4,SENSOR5,SENSOR6,SENSOR7,SENSOR8,SENSOR9,SENSOR10,SENSOR11,SENSOR12,SENSOR13,SENSOR14,SENSOR15,SENSOR16,SENSOR17,SENSOR18,SENSOR19,SENSOR20,SENSOR21,SENSOR22,SENSOR23,SENSOR24
2340,0,0.99724023,2.624622727,3.212485196,4.787073636,4.868117182,4.726343756,1.497126426,1.727861257,1.78623256,1.984980307,2.239884262,1.063582372,1.476092409,1.227499903,1.306617644,1.073168875,1.086439781,0.854254042,0.687165737,0.070325111,0.697289885,5.064366287,0.667049619,1.361020952
2341,0,0.734234778,2.512754169,2.975306526,2.050362459,5.210051833,1.810374178,1.60463116,1.923625121,1.316332302,1.689567958,1.600671431,1.296928804,1.05024033,0.873792927,1.062894766,1.386665532,1.111788695,0.604042817,0.807775819,0.403426891,0.772003184,5.00087816,4.626224732,1.195710173
2342,0,0.703122527,2.193628922,2.558511401,4.797736834,5.16685061,1.488334777,1.505759262,1.65515176,1.842643214,1.635776015,1.617386655,1.175829984,1.238224068,0.869713002,1.036254889,0.780929446,1.035833021,0.00621167,0.779244942,0.771411589,0.430999501,5.108743936,0.376675713,1.222734252
2343,0,0.854255179,2.613349431,2.828696586,4.944440237,4.907251186,1.876276939,1.382159192,1.610140142,1.651347787,1.574307625,1.761199905,0.925036885,1.039996832,1.019093048,1.104981364,1.589514247,1.376244781,0.45440768,0.727364235,0.826822358,0.302923236,4.543780824,5.054602993,1.772916805
2344,0,0.942443779,2.552314096,2.94525378,4.99082065,4.917841016,1.382576619,1.055892129,1.528295426,1.440997377,1.599210403,2.175129049,0.755280226,1.041106995,0.923720011,0.826240614,1.312952786,1.240738605,0.954992173,1.086041778,0.618186858,0.625141154,4.820488822,4.578054389,1.148890908
2345,0,0.603437708,2.887555291,3.24714261,4.967823111,4.783721031,1.687937791,1.773074216,1.554884707,1.263374576,1.665215501,2.044408109,1.381572357,0.854132507,0.860225116,1.112686732,1.033420089,0.972648084,0.774772788,1.117171571,0.726187442,0.662523096,5.170982375,4.588155451,1.362440301
2346,2,21.67003448,2.463825101,2.672753504,5.398712117,4.753172198,1.589379543,1.770764312,1.71939336,1.721595016,1.40632094,2.263479918,1.331019934,0.94400047,1.014341105,1.079526463,0.97516763,1.525138683,0.634157267,0.983317788,0.854015301,0.375854989,5.272640753,4.782689362,1.481046227
2347,2,1.884268607,2.445620138,2.834367155,5.197749102,5.095029483,4.794486631,1.750068652,1.808283091,1.488264822,1.162926639,1.558805463,0.621424906,0.423450556,0.733697823,0.808812181,1.415683516,1.295583865,0.203512167,0.421617504,0.265685014,0.546428126,0.62557027,4.287133823,1.596556678
2348,2,2.048290179,2.785625337,2.57360913,4.729297937,4.723118231,1.58995517,1.685947687,1.826313729,1.268073371,1.680370747,1.423792618,0.948626185,0.773525524,0.978842656,0.814511753,1.233817312,1.260249063,0.768461347,0.754115741,0.715902922,0.827492623,0.500047545,4.632789872,1.284452296
2349,2,0.836981062,2.243102547,3.098390175,4.872273241,4.786932484,1.694894799,1.433297983,1.630989096,1.50318554,1.183419336,1.828057258,0.664204917,1.055855189,0.829271502,0.631088154,1.304474959,0.699415325,0.571210234,0.766134714,0.509234345,0.700650617,0.744537603,0.701446745,1.475676193
2350,2,0.98456231,2.852078451,2.234597599,4.526885713,4.917817349,1.853138169,1.809481337,1.204031671,1.618795706,1.473086675,2.110348934,0.893874494,0.838551215,1.248133218,0.853743507,1.418459006,1.155819055,0.812036724,0.758429678,0.676208245,0.544296649,0.750922844,4.914810635,0.829532898
2351,2,0.793671523,2.776855155,2.871717545,4.783668796,4.792886631,1.561146153,1.427276426,1.684734236,1.384627706,1.498470989,1.56438897,0.836735706,1.0196823,0.68895012,0.874146068,0.81643067,0.779635886,0.735887785,0.61119333,0.504413633,0.565849389,0.799146823,0.299768586,0.704636462
2352,2,1.173661592,2.940573494,2.683104022,4.957058721,5.087408519,5.044770962,24.61776499,1.826980653,1.126471469,1.567138157,1.41565691,1.051320589,0.699760437,0.738007413,0.857194409,0.71777667,1.118116265,0.471140408,1.078654126,0.932982139,0.72409927,0.890810036,4.553584592,1.09051179
2353,2,1.171441272,2.655917029,2.867179994,5.121654845,5.520014859,4.981475768,5.071620236,1.855049767,1.799955379,1.650962919,1.708350396,1.563616224,1.027872853,0.737072934,0.833467917,0.879775289,0.559616742,0.743159957,0.763623771,0.8943981,0.631569134,0.650621531,0.869681377,1.206365155
2354,2,1.144786013,2.845492245,3.008026668,5.090406345,5.339928308,4.738899883,1.534439182,1.562492,1.553617404,1.437855028,21.10398709,2.139326565,1.350383392,0.858971534,0.43530556,1.208239034,1.379594249,0.986331928,0.839824688,0.421476398,0.753183441,0.800672938,0.568782074,0.893318734
2355,2,1.951492372,2.704703478,2.812239408,3.029044298,4.802976922,1.456617703,1.751934779,1.557926233,1.531145316,1.149164106,1.564979505,1.585387648,21.50737193,1.091197288,1.003966489,0.643199364,1.054442872,1.215578237,1.128783949,0.683446102,0.432237369,0.233322264,0.562709715,1.234332713
2356,2,1.851987443,2.31499706,3.31001635,3.321013536,4.920867746,5.334330271,1.529780072,1.67755197,1.665781177,1.434090514,1.450110543,1.644085601,4.821277472,0.675674883,1.140961057,1.31474327,1.208997687,1.53446499,1.45159318,0.79244118,0.621411603,0.71956259,0.838061153,0.757752851
2357,2,1.87665063,2.694253227,2.974288206,2.99248813,4.62507648,5.12152006,5.161929222,1.653882112,1.308209739,1.325100938,1.291333537,1.778505739,1.720025227,0.933088774,0.973123726,0.848178356,1.155743357,1.402442337,0.938760542,0.791854001,0.474016749,0.794672845,0.697055628,0.746790743
2358,2,2.228090512,2.615975366,2.835655101,2.689290582,5.186479139,5.341121414,1.693869151,1.697150746,1.664727746,1.230677588,1.502246655,1.879962484,5.237395505,0.749700278,0.784016368,0.656107146,0.919782068,1.111319527,0.961746841,0.762343839,0.374514233,1.076106197,0.959810853,0.976409574
2359,2,1.815631659,2.592963525,2.891457963,2.833662583,4.959300308,5.045163925,1.755714355,1.309188377,1.767828186,1.632008062,1.469332716,1.76540657,1.719543432,0.915454834,0.90944741,1.097531039,0.780336522,1.137969277,1.217875086,0.787610468,0.986459265,1.060212937,0.903195693,0.890109141
2360,2,1.52328231,3.095936765,3.082161398,2.769289499,5.146271361,5.287808174,1.505045183,1.24560125,1.481834621,1.585469934,1.616639795,1.785193738,1.560698668,0.452302784,0.814935541,0.505014676,21.76079512,0.910497938,1.361617024,0.716289595,0.844266748,0.842590074,0.53336668,0.966774074
2361,2,1.484058306,2.90874261,2.729854484,2.623752384,5.115111851,5.441112266,1.683774848,1.637911716,1.833636093,1.563820038,1.442925907,1.627598153,4.944262408,0.911673053,0.94661559,0.564236204,0.667419772,1.11163606,0.547276625,0.437829395,0.665368918,0.585899493,0.583038222,0.910164098
2362,2,1.536358795,2.885327706,2.981105388,2.733117665,4.886806711,4.748008154,1.519174196,1.120350797,1.559171849,1.305226791,1.415202272,1.150247844,2.030370903,0.881289783,1.039805014,0.54919447,0.699711127,1.277869474,0.520141577,0.878295127,0.867581581,0.42788087,0.556878849,0.418703362
2363,2,1.466028858,2.790809363,3.227057775,2.628043183,4.953866261,5.312376016,1.898562094,1.521510485,1.534226726,1.595226769,1.597994547,1.519235664,0.829702299,0.559248076,1.014878585,0.895428542,0.652327844,0.691252402,0.792197645,0.937890673,1.098932208,1.118880747,0.911335953,0.486372364
2364,2,0.776275867,2.754170978,2.498225515,5.127383516,4.940792827,4.984398387,1.575579256,1.427348829,1.336672629,1.690326938,1.988377348,1.89047095,0.93503353,0.90553908,0.388506096,0.706746823,0.617729672,0.933819622,0.94156199,0.819969462,0.756753971,0.618769633,0.651241027,0.510958748
2365,2,1.342326073,1.807626559,2.840451473,5.050399255,4.930600986,4.814290794,1.581973909,1.580800224,1.575946134,1.492944599,1.522844069,2.085442962,0.734100725,0.558630698,0.839842708,0.914849634,0.468100634,1.324100967,0.576746832,1.0682209,0.542600821,0.662937192,0.651327952,0.351098635
2366,2,0.377352347,2.385565778,2.955244005,4.804902227,4.725427486,4.613545677,1.507016626,1.339865003,1.847794998,1.696968513,1.484499738,1.253108438,1.640785143,0.978660535,0.753877372,0.734866349,0.766886971,1.004785899,0.795219948,0.918127404,0.580252204,0.920199133,0.56222746,0.43212411
2367,2,1.592190956,1.564421978,2.290009871,2.599157096,5.15922963,5.025218217,4.832924508,1.428201246,1.360790173,1.434103527,1.685968298,1.786309553,2.471209293,0.972366623,0.848228551,0.880948532,0.831745947,0.636783492,0.865467273,0.299643683,0.879233667,0.752145172,5.22985387,4.892458566
2368,2,1.442404252,2.076134294,2.777262585,3.229270051,5.244764711,4.834162283,1.685198147,1.415601028,1.788003891,1.351114735,1.569379121,1.02851562,1.825403806,0.984507382,0.753383303,0.765564917,1.298715115,0.976343236,1.041703066,0.730194218,0.526534337,1.120757153,0.579114986,4.748585451
2369,2,0.952703616,0.812988418,2.571605759,3.03977401,4.962633879,5.054568217,1.369497702,1.876880013,1.529271918,1.282283027,1.698208771,1.527778822,1.832099386,0.953532627,0.624033357,0.936127744,0.788425097,0.842932803,0.732355578,0.472749984,0.62796618,0.548875952,0.505634914,0.727592473
2370,2,1.040183907,1.00220874,2.250492241,2.877664565,5.093180416,1.378748684,1.556741589,1.008789384,1.697654135,1.603253049,1.711803602,0.700820429,1.790949293,5.172450261,0.54255157,1.160199076,0.678090788,0.856190739,1.155349993,0.564836566,0.705557903,1.375034642,0.719939555,0.637099512
2371,2,0.665523768,1.931132258,2.900958851,2.810883998,4.991499276,5.124822695,1.355968584,1.683412017,1.599198342,1.302355461,1.340369516,1.405522966,1.226303344,4.927285106,0.427529109,1.178489134,1.13920269,0.785601037,1.033003835,0.856925192,0.568506304,0.501598594,0.812845809,0.752327934
2372,2,0.727390398,1.442437028,2.97974793,2.984321368,5.221040959,5.09011416,1.235284565,1.678307072,1.407810621,1.405426267,1.594942809,1.32770175,1.764100533,4.803621196,1.104092304,0.48126407,0.41742301,0.652965775,0.893994698,0.648879568,0.737707575,0.863680365,0.795323594,0.557998295
2373,2,0.89555968,0.674783652,2.82394638,2.787623665,5.508565768,5.085578457,1.768401545,1.76268072,1.551331645,1.778830451,1.282043082,1.652055213,1.398730058,5.256502963,0.402155896,1.066516148,0.781046952,0.923651839,1.288496103,1.039033739,1.017978824,0.487326063,0.488643904,0.766314816
2374,2,0.457489057,1.048152926,1.920064013,3.095915048,5.278798981,5.063142723,1.644582095,1.412536827,1.933048627,1.640075765,1.478823067,1.649637118,1.618448129,5.089068089,0.411216388,1.243350417,0.434898392,1.180403355,1.3747898,0.683165934,0.747267727,0.431150408,0.200804888,0.90211559
2375,2,0.815752554,1.573102892,2.343702796,2.636101574,5.18175344,5.069788079,5.054383925,1.522341654,1.841233663,1.390606123,1.571569297,1.754247097,1.955780572,4.627124463,0.810109799,0.532746131,0.560000717,0.651576754,1.243543577,0.763698079,0.301280398,0.568376094,0.566628498,0.917624277
2376,2,0.496812434,0.611139892,1.961419894,2.812277142,5.024192436,4.746513114,4.930103121,1.835576505,2.059454699,1.554403354,1.756994672,1.579329241,1.425107509,4.804028814,0.51006144,0.869304878,0.926902128,1.396957878,0.796609477,0.314780176,0.776990167,0.840770158,0.738257887,0.691145683
2377,2,0.841508016,0.644371261,2.442506809,2.842378728,2.976831578,4.95163037,5.308971317,4.739398788,1.418317695,1.599377899,1.826007304,1.813797776,1.592181389,1.582350304,0.69650815,0.986825056,0.395888348,0.739955537,0.843191486,0.5615446,0.729855278,0.738918494,0.578796645,0.787417714
2378,2,0.795572605,0.741115923,2.133296855,2.880942514,2.504880484,5.044576941,5.361057367,4.535220092,5.269319946,1.397907645,1.787918149,1.616368584,1.861863218,1.552752054,1.098025477,0.805178274,0.830439027,0.659277604,1.129761684,0.883665066,0.735220078,1.136715543,0.639918904,0.474537017
2379,2,0.556678874,0.574492256,1.619372589,2.59438282,2.865133882,4.876706268,5.135910682,1.569378254,5.054624511,1.435175371,1.427019161,1.369538448,1.671088378,1.608410438,0.821153483,0.665808935,0.539160967,0.899475952,1.368021703,1.066314563,0.884724163,0.342223446,0.579358904,0.744163662
2380,0,0.586026707,0.386418782,1.873764215,2.550825461,3.127505874,5.189650066,5.538261637,1.766866091,4.948663257,1.353869365,1.559760541,1.539333977,1.365266285,1.885268035,5.141195334,0.343158206,0.818031464,0.617651767,0.721490511,0.968411334,0.479715502,0.96918805,20.05709024,0.747037544
2381,0,0.897345838,0.60729104,2.480509598,2.688088834,2.88517624,2.536784645,5.087216701,1.329861333,4.843865841,1.291652024,1.55654375,1.765835466,1.350407284,1.37342998,2.130194715,0.662291363,0.840655306,1.011096126,1.078174997,0.584700402,0.45123375,0.617760883,0.512151944,0.638434107
2382,0,0.608233266,0.965532626,1.741306884,2.781160659,3.035019506,3.181952286,5.210163591,1.844870726,1.489416181,1.738094551,1.566075142,1.567717489,1.431364542,1.69451863,1.81819103,0.821060406,1.095448635,0.371098149,1.070192102,0.785589798,0.707576357,0.756425631,0.618413924,0.952358158
2383,0,0.728402734,1.169328408,1.420643443,2.860914724,3.150734695,5.028424124,4.683748172,1.390420029,1.26899753,1.510233544,1.344772417,1.700663958,1.848117212,1.690216004,4.934207272,1.078477595,0.880445284,1.003556469,0.857516896,0.953719115,0.698595556,0.701271073,0.869553606,0.487141763
2384,2,0.81607821,0.520871978,1.473011803,2.967565047,3.004367302,4.777540792,4.98423342,1.684889992,1.443178872,1.843575278,1.31827173,1.710850311,1.593528267,2.196499388,0.944738045,0.376126396,1.280565837,0.734500377,1.012905284,1.041421877,0.824292562,0.497010212,0.69313756,0.403127085
2385,2,0.818517254,0.866391715,1.408833724,2.714195623,2.632775001,2.675399614,5.165077995,1.55322569,1.828305306,1.617391722,1.45720992,1.633554607,1.833907214,3.985118091,1.025587222,0.91698792,0.998675882,0.836417021,0.940263147,1.02177312,0.825516662,0.879866319,0.560702139,0.43176185
2386,2,0.713871149,0.866258931,1.55377106,2.51531395,2.982518806,3.055925979,4.869195113,1.431095966,1.393876223,1.405692639,1.347448675,1.313577266,1.511530448,2.06456676,0.741237883,0.652623154,0.698925333,0.883807304,1.891506633,1.039451941,0.583870881,0.513453574,0.877728397,0.2918388
2387,2,0.515394527,0.534348647,0.788834233,2.647596652,2.977816618,2.922145188,4.845835847,1.615757568,1.651433425,1.691252158,1.604094809,1.389376741,1.619185931,1.697542704,0.682289444,0.752070386,0.646634748,0.712100396,0.856643968,0.962383149,0.515695137,0.578132786,0.580776617,0.836410188
2388,0,1.019303658,0.92944869,0.968841993,2.487792036,2.636973394,5.295531251,5.175884747,1.817523277,1.416077141,1.53291617,1.142217715,1.344059946,1.823826842,1.823988657,2.116619137,1.069165288,0.939543504,0.511024792,0.807100532,0.811078624,0.44856404,0.740262285,0.444115428,0.52944241
2389,0,0.979104129,0.663693044,1.487530404,2.038376043,2.995152404,1.742336181,4.866678134,1.596963485,1.411862096,1.557881804,1.628885206,1.671175171,1.45336255,1.673691591,1.875008567,0.837122757,0.80110219,0.698288464,0.841275991,0.995259159,0.664746171,1.189146324,1.001635292,0.579038525
2390,0,0.601189549,0.561281186,1.466020611,2.011772944,2.644916223,5.207243579,4.965004164,1.779067278,4.733760807,1.424470881,1.371792271,1.942597977,1.510965599,2.014757901,1.531850262,0.771847373,0.846181546,0.687913695,0.864834081,1.002364991,0.607160843,0.939358958,0.762079559,1.093557616
2391,0,0.540232825,1.092063888,1.335649559,1.928837626,2.488839639,5.085849482,5.035065131,1.688965271,5.1410936,1.423434851,1.932013226,1.642927499,1.827602573,1.631183857,4.976910653,0.582379211,0.710643659,0.309292838,0.711446153,0.538263333,0.832947142,0.745565621,0.705586471,0.690612368
2392,0,0.779156325,0.883876109,1.37361125,2.344322011,2.7179139,4.873467256,5.434701566,1.40298227,4.960010993,1.827120996,1.31508974,1.880705171,1.494060645,1.870458568,1.701918173,0.664739951,0.556391438,0.396871898,0.775423359,1.041040124,0.822438613,0.916090002,0.590631293,0.667961301
2393,0,0.906909216,0.816032812,1.400550199,2.03638912,2.806358568,4.977741989,5.373187969,1.416130396,5.156253735,1.505053754,1.579824002,1.467218001,1.636666765,2.026237679,2.118739656,20.45916297,0.490682142,0.479603425,0.746886817,0.702370442,0.779574787,0.727632286,1.032144777,0.877453016
2394,0,0.418936548,1.039337658,1.816382909,2.193956212,2.944175351,4.836615574,4.989021038,1.566374958,5.072812282,1.27032354,1.44847515,1.241841055,1.187230603,1.838277752,5.119027858,0.288851536,0.860909625,0.538269076,0.803537613,0.714837701,0.930121407,0.90238594,0.854096012,1.013824778
2395,0,1.084181214,0.951526107,1.51254972,1.891024097,3.071446204,5.035355864,4.944481425,1.708292524,4.778557565,1.63073359,1.432591179,1.314930025,1.902755757,1.804109916,4.970603685,1.254584311,0.537403293,0.667898862,0.927808721,0.849404549,0.916025224,0.786689642,1.183173831,1.060932131
2396,0,0.560210483,4.760389169,1.886861616,1.57607385,2.970886245,4.465977281,4.868034427,1.803145931,4.840240912,1.475917825,1.78279233,1.328325809,1.362063725,1.549242258,1.864993262,0.856814634,0.763308877,0.901345553,0.863613579,0.958066821,0.78844219,0.598978182,0.603921643,1.052026975
2397,0,0.558672899,4.755612189,1.548210886,2.117627925,2.921888394,5.172006216,4.934062659,5.215173693,4.721956713,1.344874372,1.342047907,1.317715969,1.285346084,2.049016114,5.515857738,0.625544515,1.175396865,0.647939672,1.228775185,0.943563792,0.824182596,0.533315396,1.060113743,0.737072663
2398,0,0.65349349,5.170128448,1.482426854,1.853074271,2.966213492,5.065292796,5.122276027,5.565739384,4.935533516,1.394824877,1.544971208,1.499777552,1.67415847,1.449946883,2.013221101,0.899398422,0.396083114,0.546092299,0.61946186,0.775568551,0.854284288,0.692633579,0.985841416,1.151190558
2399,0,0.587249407,1.146345398,1.442273289,2.290802917,2.625730698,4.800372631,5.312270819,4.765254232,5.226517946,1.558342105,1.373244572,1.23316218,1.582224063,1.66553659,5.170786975,0.660552557,0.705547616,0.937772991,0.815453265,1.112018176,1.116812388,0.920015755,1.012040138,0.805463525
2400,0,0.72458839,5.342234982,1.568055968,2.300868737,1.772715002,3.207026618,5.104824847,5.091441875,4.970519707,1.40245619,1.114195279,1.437191019,1.072535574,1.541129859,1.497764175,0.710693814,0.631294189,0.557596276,0.883642552,0.897336659,20.61555888,0.32465352,0.822778138,0.893348564
2401,0,1.049802235,5.032375247,1.607731754,2.229939921,2.45432844,4.876449525,5.225524588,4.790396543,5.175780986,1.34389892,1.106072824,1.39345844,1.67742115,1.456765939,1.412416891,0.702634001,0.703802671,0.504786552,0.86400335,0.407598451,1.009550978,0.384385016,0.813237495,0.800098135
2402,0,0.76294932,5.037306143,1.737780108,2.653451813,2.787731569,3.168163404,4.716158496,5.105598135,4.768160432,1.466351374,1.09618788,0.888955816,1.232726441,1.726683543,1.52872642,0.318280557,0.79702253,0.450940446,0.960500115,0.869523049,1.450246886,1.006607308,0.6997448,0.597282203
2403,0,0.717268482,4.75277531,1.414969933,1.935268508,2.633101774,3.069623911,4.88064112,5.186285922,4.757000622,1.372013032,1.380432453,1.070565313,1.160654858,1.506689542,1.463703137,1.203278732,0.937058508,0.698299577,0.664134314,0.534053742,0.392165461,0.742989252,1.003399993,0.911290647
2404,0,0.768377076,5.02753825,1.69877028,1.871647003,3.352497384,2.959616122,5.186338788,1.425656345,5.079071472,1.732216428,1.101959273,1.41877953,1.463235458,1.608477396,4.842344837,0.756314067,0.65388372,0.780620417,0.808995801,0.611760974,0.93663815,0.906152753,1.077366704,0.884482961
2405,0,0.864827183,5.001627791,1.730834356,2.294955976,3.017065038,2.838034387,4.850534579,5.048648265,5.240588687,1.190935499,1.150029618,1.400015726,1.521361304,1.679969047,1.354528755,0.746931246,0.997863743,0.645459462,1.440797436,1.083305262,0.658025559,0.76318055,0.719055438,1.047388102
2406,0,0.913528909,5.32946429,2.168600374,2.347318644,3.043616295,3.021672921,5.134164327,4.86747132,5.32053803,1.024042832,1.533437231,0.69540363,1.455465713,1.554721695,4.960092385,1.120337215,0.778832791,0.864903288,0.667174741,0.677889068,1.132431163,1.084045969,0.855843265,1.060193282
2407,0,0.801689922,5.002292931,1.542846303,2.324312087,2.940182299,3.139259824,4.794861456,5.043917028,5.045306368,1.152449931,1.045229086,1.150817969,1.083707284,1.436436661,4.772209522,0.538484461,0.296966538,0.575660043,0.728386669,0.569818502,0.677008957,0.836529922,0.924778298,0.922165628
2408,0,0.977289396,2.54972596,1.9165669,2.15133092,3.156999663,2.776618727,4.79350088,1.145038816,5.365794609,1.607892008,1.154244302,0.998441857,1.727770483,1.595943325,4.798274877,0.598987688,0.894759975,0.676228004,0.453671026,0.543757623,0.718174286,1.296403369,1.211177085,0.737556683
2409,0,1.045639438,2.401248636,1.884843578,2.226290963,2.760730071,3.405844436,5.268677301,1.314734047,4.772218083,1.083332255,1.230911224,1.033985439,1.412127787,1.100608769,5.057258873,1.101151482,0.794918147,1.046684131,0.619153405,0.918269911,0.93522934,0.71840983,1.384283362,1.160144688
2410,0,0.921009571,1.97946073,2.436994629,2.47772042,3.109683331,3.413588361,4.711831906,1.193282511,5.475174937,0.837366638,1.295402171,1.003245639,1.393233918,1.437722242,5.154053761,0.836489459,0.314819437,0.564080033,0.68795186,0.48012432,1.443605519,1.115038808,0.916109293,1.270609827
2411,0,1.046043706,0.980134919,2.718166154,2.019450629,3.40753094,3.340940724,5.174368229,1.377191611,5.329562028,1.100779182,1.107305171,0.985858077,1.222486813,1.572783789,4.95796984,0.632076309,0.698075652,0.526397063,0.849933523,0.730405079,1.154493226,0.999593139,0.917758561,1.340324677
2412,0,1.113832044,2.440836795,20.89080324,2.442413067,3.033131405,3.303573428,4.695868021,4.847963306,4.885322864,0.957587047,1.176273897,1.059467372,1.215494348,1.366165163,5.127607418,0.702729628,0.39900702,0.945302293,0.896642999,0.709800364,1.083841908,0.958764216,1.042729338,1.190719203
2413,0,1.095075096,2.728438406,2.620859345,2.227972829,3.051883724,2.893994332,5.260401991,4.931403913,4.931149116,0.841701306,1.09878776,1.105351474,1.178329929,1.166559731,5.35371662,0.293596587,0.352589319,0.432122915,0.709388383,0.411695453,0.765496834,1.137104733,1.474508582,0.888163752
2414,0,1.313227431,2.320719258,2.653794676,2.308001553,2.863257424,5.214880185,4.949655775,5.117001367,4.917068583,1.356954501,1.117983702,0.859388047,1.318289744,0.940491147,1.560211716,0.654802112,0.410989877,0.607933327,0.582787363,0.593582314,1.186353046,1.333511094,1.250776034,0.853766112
2415,0,0.925183782,4.821786936,2.406240697,2.385257734,3.687658739,4.899976222,5.14434516,1.101706067,4.626955368,0.779448003,1.001284242,1.029776292,1.655955643,1.584397406,5.37652051,0.782341142,0.627885864,0.712731852,0.692222309,0.922068433,0.785161122,0.80642304,1.098969265,1.48610031
2416,0,1.601618552,1.309576668,2.617834584,1.972757953,2.993150326,4.86582982,5.083367063,3.845055349,4.832955895,1.279461189,1.004333875,1.151451457,1.234203202,1.434995627,4.877348153,0.505302714,0.729146574,0.585933903,0.569179041,0.567065766,1.145618937,1.110139899,1.184753047,0.849566283
2417,0,5.012589033,1.584525923,2.271007802,2.364009256,2.864533512,3.234617249,4.689709173,1.14090223,4.796638845,1.129597687,0.920326073,0.947072127,1.467898095,1.043603935,4.870432606,0.558479542,0.699179653,0.624437237,0.624141937,0.708174531,0.915419297,0.889267579,1.213800859,1.138206356
2418,0,2.551213418,1.555267214,2.407298009,2.514740907,3.299542501,3.111227004,5.040681313,1.187328469,4.999765169,0.970180932,0.964985656,1.144483012,21.23823776,1.10068738,4.647799948,0.707452997,0.650905596,0.637424088,0.979581809,0.795636599,0.948383027,1.158421458,0.870556756,0.86754563
2419,0,1.208003787,1.426242921,2.532475786,2.614880877,23.40000153,3.192514648,5.05250705,1.129539486,5.086954223,1.269903975,1.046203824,1.270835397,1.368275588,1.333885628,4.878564181,0.529082511,0.316726236,0.707992404,0.949460389,0.255250342,1.570098597,1.005251285,1.515999921,1.255123761
2420,0,1.119591175,1.34413177,22.11151469,2.083650426,2.544841072,5.016896308,4.975700652,0.816946456,2.914996078,1.343741413,1.174439552,1.03078309,1.29146663,1.260178759,1.191262226,0.587684954,0.633263118,0.356058535,0.428518297,0.712812588,1.289618197,0.860916116,0.962864352,1.375252136
2421,0,1.246393423,0.962732611,2.693306449,2.393350008,2.846912371,5.054200822,4.939575044,1.134887875,5.220346205,0.725573988,0.749189142,0.963847881,1.274389806,1.438545843,4.65614687,0.645985708,0.767108879,0.604901272,0.690148455,0.567776772,1.364243572,1.257256397,1.185632279,1.115551247
2422,2,1.249396028,1.110838046,2.536187235,2.471675164,2.91834418,5.138088641,5.400783433,0.912353563,2.76681116,1.078741409,1.133195747,0.770052612,1.196321365,0.929466258,1.050764886,0.534711839,0.45145762,0.607005007,0.66160744,0.171479856,1.57250478,1.064143755,1.306646299,1.403658854
2423,2,1.701591942,1.238263721,2.043290014,2.491779583,3.306698664,2.955321401,5.184393831,1.111430669,1.23842542,0.961832896,0.710338034,0.897126466,1.49975007,1.431779198,0.609698088,0.524900798,0.471376657,0.644217206,0.813842803,0.60238754,1.289413719,1.261858246,1.427251746,1.317832504
2424,2,1.492272902,1.834228685,2.542366462,1.452603601,3.24738239,3.081438796,4.733229043,0.883407491,4.779367905,0.858973231,0.802370412,0.860865819,1.311825221,1.133565635,0.976792068,0.509519602,0.405914335,0.740627573,0.432910542,0.525703504,1.535671317,1.26287057,1.713657701,1.097674017
2425,2,1.643481808,1.166575549,2.655595175,2.430605187,3.161377839,5.438718546,4.719599219,0.978981388,5.012850493,0.87286174,0.925037275,0.917989709,1.219892433,1.539242359,0.693931,0.661825642,0.698069399,0.283408872,2.94791086,0.801193498,1.359559008,1.182217958,1.197469623,1.59017785
2426,2,1.500327058,1.144126917,2.588802538,2.756909279,3.217791676,2.988931186,5.041789304,1.08516875,2.554638359,1.073806528,0.694099449,1.410301364,1.115235052,0.863267689,0.512502969,0.680187192,0.390379593,0.563401264,0.684991348,0.667551805,1.392706181,1.37295116,1.340544309,1.403032062
2427,2,1.225750816,1.387784286,2.737709228,1.568868126,3.258962989,3.161133331,5.116155451,1.249196611,5.087564066,0.464292747,1.228217922,0.828494015,1.152699497,0.657438846,1.17423856,0.69103606,0.390347997,0.463656266,0.437584994,0.649427462,0.931078926,1.415210324,1.306403392,1.31920955
2428,2,1.60240664,1.881449927,2.50321527,2.914768524,3.386402715,3.092317735,5.181898521,0.611448587,4.924734397,0.776130296,0.707469692,0.834331528,0.969750295,1.284245335,1.957076709,0.482782157,0.55260494,0.394938534,0.426391286,0.778291554,1.27529688,1.435807901,1.300478514,1.543158569
2429,2,1.36881275,1.221323795,1.51860702,2.418368137,3.320823901,3.247472107,5.380812515,5.269380998,4.568281412,0.936977671,0.972190894,0.908967066,0.900770726,1.518258226,1.536005222,0.312269495,0.468079647,0.583491303,0.454157329,0.720863352,1.4833851,1.398881316,1.570420662,1.505770614
2430,2,1.518547824,1.724607485,1.422021603,2.626857421,3.364490596,2.967792736,4.765488188,4.778180601,4.844330415,0.571919715,1.008090881,0.945194773,0.592380662,1.13811915,5.009602454,0.52191675,0.532021721,0.92551521,0.133244366,0.517324535,1.74095604,0.868265928,1.558177081,1.438884474
2431,2,1.692965056,1.309254143,1.341277803,2.707399725,3.211509806,3.492986134,5.140694268,4.91488657,4.987040123,4.63313485,0.540259818,0.570449701,0.864402045,1.241971847,5.005747602,0.455389467,0.508348526,0.618121593,0.368632662,1.56917528,1.398046051,1.53153183,1.108957198,1.263612321
